"Table with row headers in column A and column headers in rows 5 and 6, and 60 and 61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table H-8.  Median Household Income by State: 1984 to 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Households as of March of the following year.  Income in current and 2016. CPI-U-RS adjusted dollars. (28)  Beginning in 2010, standard errors were calculated using replicate weights)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CURRENT DOLLARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,2016,,2015,,2014,,2013 (39),,2013 (38),,2012,,2011,,2010 (37),,2009 (36),,2008,,2007,,2006,,2005,,2004(revised),,2003,,2002,,2001,,2000 (30),,1999 (29),,1998,,1997,,1996,,1995 (25),,1994 (24),,1993 (23),,1992 (22),,1991,,1990,,1989,,1988,,1987 (21),,1986,,1985 (20),,1984 (19),
New Mexico,"48,451","2,961","45,689","2,921","47,330","3,358","41,387","4,542","43,407","2,751","45,394","2,370","44,789","2,298","49,685","3,320","48,708","1,671","46,934","1,539","51,346","1,706","47,650","1,496","47,866","2,089","50,269","2,013","45,811","1,490","47,321","1,416","44,904","1,678","48,928","1,740","46,957","2,517","46,439","2,058","44,893","1,726","38,242","1,663","40,677","1,722","43,121","2,215","43,781","1,396","43,379","2,260","45,627","2,054","44,612","1,867","42,256","1,924","37,652","1,625","41,968","1,256","41,503","1,449","43,459","2,181","45,407","2,265"
New York,"61,437","1,405","58,738","2,233","55,060","1,806","51,485","2,336","55,479","1,692","49,843","1,657","54,022","1,073","54,801","1,453","56,174",670,"56,252",760,"56,657","1,063","57,404","1,177","57,979","1,016","56,732","1,006","55,837","1,138","56,008",774,"57,091",813,"56,806",810,"57,646","1,267","55,053","1,144","53,417",946,"53,980","1,137","51,690","1,121","51,125",765,"51,862",910,"52,087",887,"54,659",925,"56,286",910,"58,884",847,"56,422","1,303","53,343",922,"52,336",991,"50,302","1,113","48,481",918
North Carolina,"53,764","1,629","51,439","1,360","47,430","1,734","47,745","3,064","42,460","2,121","43,438","1,353","48,229","1,664","48,250","2,117","46,878",644,"47,857",943,"50,370","1,241","47,375",970,"51,687","1,185","51,128","1,032","48,648","1,228","48,733",956,"51,734","1,289","53,423","1,124","53,703","1,384","52,762","1,505","53,479","1,368","54,271","1,537","50,048","1,390","48,265","1,074","47,155","1,068","46,584","1,033","46,165",877,"46,911",991,"49,368",967,"47,641","1,046","46,016","1,096","45,719","1,460","45,646","1,245","45,272","1,411"
North Dakota,"60,184","2,290","58,141","3,274","61,568","3,181","60,950","3,556","54,495","2,950","58,296","2,219","60,130","3,158","56,150","2,544","56,017","1,944","55,327","1,324","54,644","1,482","48,863","1,673","51,854","1,501","49,834","1,590","52,733","1,112","48,312","1,100","48,522","1,090","50,187","1,485","47,085","1,994","44,615","1,736","47,244","2,031","47,974","1,805","45,525","1,905","45,322","1,787","46,007","1,366","45,222","1,511","44,513","1,602","45,013","1,787","47,167","1,688","47,011","1,969","45,644","1,830","44,981","1,642","45,123","1,722","45,717","2,285"
Ohio,"53,985","1,894","53,975","1,982","50,329","1,412","52,290","2,522","47,808","1,428","46,388","1,801","47,634","1,280","50,513","1,644","51,323",700,"52,320",945,"56,836","1,256","54,640",754,"54,325","1,286","54,707","1,241","56,792","1,214","56,966","1,037","56,645",896,"59,899","1,021","56,925","1,426","57,307","2,320","53,918","1,334","51,937","1,620","54,684","1,546","51,055",936,"51,188","1,077","52,679",985,"51,214","1,305","53,474","1,283","54,257","1,225","54,129","1,241","52,108","1,122","52,524","1,230","53,569","1,200","50,894","1,083"
Oklahoma,"50,943","1,652","47,672","1,961","47,850","2,813","47,565","3,547","45,107","4,209","50,603","2,949","51,695","2,555","47,450","2,282","51,322","1,274","51,403","1,038","50,026","1,682","46,233","1,901","46,266","1,781","50,335","1,426","46,851","1,019","48,657",818,"48,273",935,"45,218",989,"47,114","2,149","49,654","1,814","46,781","1,529","41,826","1,660","41,177","1,377","43,259","1,944","42,966","2,441","42,413","1,803","43,773","1,855","43,445","1,860","44,247","2,311","46,181","1,475","43,855","1,787","43,809","1,822","45,123","1,626","46,547","1,580"
Oregon,"59,135","2,622","61,603","2,404","59,688","3,039","50,488","2,975","58,018","2,083","54,124","2,436","54,971","1,714","55,705","1,657","54,924","1,839","57,663","1,532","58,152","1,571","56,058","1,662","54,271","1,710","52,088","1,335","54,336","1,259","55,789","1,141","55,951","1,019","59,253","1,305","58,554","1,805","57,516","2,837","55,579","2,668","54,105","1,942","56,926","1,518","50,415","1,808","54,220","1,898","53,556","3,420","51,901","1,869","52,170","1,721","53,337","2,683","54,145","2,244","50,622","2,208","51,809","2,096","46,589","2,217","47,099","1,640"
Pennsylvania,"60,979","2,036","61,152","2,255","55,934","2,297","56,832","3,025","55,592","1,655","54,258","1,469","53,247","1,807","53,186","1,660","53,888","1,048","57,301",657,"56,070","1,079","57,708","1,034","56,903",916,"56,042","1,320","56,026","1,015","56,718","1,061","58,969",980,"58,803",982,"54,430","1,645","57,439","1,590","55,982","1,438","53,201","1,485","54,031","1,069","51,393","1,048","50,714","1,136","50,126","1,119","52,206","1,056","51,678","1,226","53,638","1,279","52,182",970,"51,402","1,094","49,789","1,035","48,681","1,145","44,782","1,098"
Rhode Island,"61,528","2,828","56,405","3,288","59,442","4,056","58,035","3,969","59,569","2,200","58,608","2,677","52,312","2,436","56,829","1,904","57,761","1,618","59,351","2,674","62,753","2,140","63,968","2,170","60,816","1,789","60,908","2,506","58,346","1,630","56,610","1,168","61,984","1,555","58,832","1,419","61,581","2,854","59,899","3,912","51,923","3,335","56,382","1,579","55,338","2,149","51,172","2,117","54,827","2,531","51,048","2,404","53,012","1,876","56,958","2,094","56,319","2,531","58,231","3,091","57,200","2,911","55,504","2,217","52,401","1,915","47,568","1,866"
South Carolina,"54,336","3,153","46,946","2,295","45,549","2,275","44,887","2,461","45,079","3,060","46,415","2,255","42,764","1,816","45,903","1,607","45,978","1,245","46,993","1,250","51,180","1,798","47,161","1,603","49,443","1,480","49,162","1,297","50,214","1,463","50,464","1,634","51,156","1,387","52,381","1,306","52,561","2,491","48,977","1,929","51,125","2,401","52,844","2,142","45,497","2,191","47,835","1,826","42,628","1,571","46,261","2,405","47,213","1,955","51,197","2,464","44,492","1,980","49,823","2,244","50,644","2,297","45,943","1,807","42,635","1,834","44,700","2,056"
South Dakota,"57,450","3,075","55,761","2,637","53,785","3,591","55,036","3,006","56,108","3,122","51,656","1,782","50,381","2,291","49,925","2,251","51,263","1,442","57,522","1,109","53,733","1,042","54,077","1,953","53,033","1,683","52,232","1,264","51,575","1,310","50,545","1,272","53,779","1,160","50,854",958,"51,647","1,361","48,269","1,491","44,309","1,709","45,010","1,529","46,290","2,520","47,654","1,899","45,383","1,702","44,048","1,122","42,358","1,341","43,778","1,529","45,071","1,868","43,502","1,372","42,763","1,207","41,613","1,389","38,605","1,494","42,719","2,043"
Tennessee,"51,344","1,387","47,928","1,730","44,319","2,358","44,679","3,539","43,791","3,023","44,945","2,516","45,106","2,727","42,483","1,384","45,325","1,105","44,258","1,350","47,687","1,292","48,441",899,"48,430","1,464","48,375","1,343","48,966","1,541","49,420","1,483","48,509","1,072","47,538","1,297","52,648","1,888","50,190","1,924","45,714","2,026","46,937","1,657","45,409","1,984","45,901","1,648","41,072","1,360","40,792","1,532","42,039","1,573","40,252","1,548","42,273","2,440","40,696","1,984","42,819","1,607","38,180","1,849","37,831","1,185","36,937","1,268"
Texas,"58,146","1,407","57,187","1,305","54,619","1,363","52,968","1,401","54,639","1,662","54,281",993,"52,327","1,230","52,032","1,276","53,108",831,"51,825",751,"53,310",810,"51,553",986,"50,908",516,"52,600",698,"51,247",994,"53,583",751,"55,391",694,"53,830","1,094","55,770","1,470","52,681",975,"52,338","1,313","50,416","1,163","50,142",992,"49,292","1,050","47,003","1,003","46,890","1,064","47,678","1,076","50,294","1,276","48,396","1,045","48,710","1,136","49,981","1,288","50,531","1,075","50,524","1,162","50,676","1,173"
Utah,"67,481","2,237","67,095","2,493","64,258","3,276","62,902","1,600","64,881","4,263","60,987","3,078","59,204","1,770","62,419","2,160","65,431","1,776","69,714","1,701","61,964","1,410","65,030","1,989","67,365","1,601","64,638","1,178","64,302","1,177","63,875","1,529","64,178","2,170","66,295","1,451","66,383","2,328","65,218","2,024","63,828","2,664","56,462","2,027","57,092","1,438","57,243","1,668","58,553","2,032","57,454","1,921","48,164","2,336","53,704","1,814","57,427","1,896","51,345","1,774","53,636","2,414","54,963","1,694","53,705","1,494","50,748","1,618"
Vermont,"60,837","1,364","60,246","2,655","61,546","3,141","67,504","4,135","56,509","3,072","58,103","3,167","55,330","2,141","61,568","2,474","58,526","1,609","56,525","1,095","54,858","1,618","61,879","1,507","62,315","1,609","60,138","1,614","56,454","1,275","57,386","1,108","55,302","1,280","55,203","1,284","59,945","2,028","57,965","2,342","52,305","2,577","49,327","1,906","52,935","1,944","57,381","3,055","50,828","1,564","54,945","2,236","50,122","2,101","55,408","2,371","58,508","2,124","56,564","2,102","51,384","2,778","51,445","2,098","55,326","2,005","49,694","2,164"
Virginia,"66,451","2,436","62,263","2,470","67,068","2,987","67,910","2,823","69,675","2,619","67,564","2,264","66,803","1,892","66,455","2,163","67,680","1,335","69,099","1,613","68,484","1,580","67,995","1,895","63,802","1,456","64,981","1,418","71,490","2,040","66,237","1,722","68,108","1,556","65,756","1,485","65,868","2,552","63,827","3,232","64,099","2,831","59,774","2,224","56,688","2,177","60,338","2,454","59,611","2,269","64,075","2,280","62,125","2,297","62,490","1,867","63,786","2,253","63,706","2,574","60,646","2,048","62,144","2,246","60,495","2,817","58,381","1,924"
Washington,"70,310","2,092","68,093","3,294","59,883","2,225","65,865","3,489","61,933","2,265","65,008","2,351","60,651","2,116","61,827","2,268","67,558","1,341","63,130","2,253","67,232","2,010","65,143","1,481","62,244","1,284","63,432","1,357","61,996","1,820","60,301","1,287","57,601","1,714","59,290","1,688","65,551","2,998","69,815","2,030","66,494","2,559","55,910","2,451","55,665","1,959","53,744","1,907","58,339","1,818","56,866","2,092","58,400","2,037","57,214","2,208","59,753","2,752","63,080","2,010","55,233","2,240","56,217","1,987","51,071","1,609","55,062","1,811"
West Virginia,"44,354","1,994","43,365","3,172","40,098","2,225","44,378","3,559","41,464","2,772","45,529","2,900","44,618","1,884","47,091","2,772","45,294","1,021","42,354","1,565","48,724","1,145","45,734","1,445","44,791","1,322","42,405","1,490","42,754","1,296","39,182",933,"40,226",914,"41,006",899,"42,233","1,656","39,315","1,148","41,017","1,962","38,487","1,983","38,938","1,362","37,767","1,951","36,685","1,605","34,004","1,496","39,793","1,578","39,442","2,035","40,527","1,576","37,764","1,815","34,789","1,573","34,432","1,893","34,011","1,762","37,071","1,338"
Wisconsin,"59,817","1,845","56,125","1,506","58,882","2,184","53,298","2,709","56,937","2,409","55,487","1,787","55,539","2,205","55,429","1,580","57,317",902,"57,076",950,"59,357","1,204","61,535","1,364","54,875","1,448","58,108","1,699","60,379","1,276","61,262","1,263","61,473","1,522","62,863","1,327","65,831","2,707","60,843","1,871","59,083","1,716","60,979","2,713","64,096","2,063","56,717","2,039","51,975","2,193","55,873","1,840","53,523","1,750","54,718","1,598","54,447","2,318","57,710","1,908","53,313","2,851","55,274","1,679","49,466","2,471","45,655","1,807"
Wyoming,"57,829","3,122","61,695","2,050","56,459","2,047","69,491","4,109","57,393","3,264","60,121","2,948","58,154","2,429","57,465","2,401","58,696","2,384","59,458","1,758","56,425","1,578","55,998","1,789","54,958","1,853","57,683","1,456","55,533","1,305","53,068","1,303","53,844","1,581","55,252","1,472","53,694","1,852","51,896","1,937","49,873","2,150","47,186","1,308","49,344","1,778","53,114","2,962","48,173","1,909","50,674","2,382","49,942","2,376","52,489","1,766","55,191","2,410","51,551","2,137","55,781","2,948","49,270","1,805","46,987","2,232","52,419","1,609"
"Source: U.S. Census Bureau, Current Population Survey, Annual Social and Economic Supplements.  For information on confidentiality protection, sampling error, nonsampling error, and definitions, see //www2.census.gov/programs-surveys/cps/techdocs/cpsmar17.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
